claim,label,language,translated_claim,output,final_answer,correct,inconclusive
তিনটি ছবির মধ্যে একটিতে দেখা গিয়েছে প্রিয়াঙ্কা গান্ধীর গলায় ক্রস ঝুলছে,half true,bn,'One of the three pictures shows Priyanka Gandhi wearing a cross around her neck.',Final Answer: Half True,half true,True,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਇੱਕ ਰਿਕਸ਼ਾਵਾਲੇ ਨੂੰ ਰੋਂਦਿਆਂ ਹੋਇਆਂ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਵਾਇਰਲ ਹੋ ਰਹੀ ਵੀਡੀਓ ਭਾਰਤ ਦੀ ਹੈ।,false,pa,'A video is going viral on social media in which an auto-rickshaw driver can be seen being run over. It is being claimed that the viral video is from India.',Final Answer: False,false,True,False
"মধু, রসুন, আখরোট, লেবু, এবং দানা ওঠা কিছু গ্রেন মিশিয়ে খেলে নিরাময় হবে ক্যান্সার।",false,bn,"""Eating a mixture of honey, garlic, walnuts, lemon, and some grains will cure cancer.""",Final Answer: False,false,True,False
IAS ਪ੍ਰੀਖਿਆ ਵਿੱਚ ਪੂਰੇ ਭਾਰਤ ਵਿੱਚੋਂ ਕਰਨਾਟਕ ਦੀ ਇਹ ਆਦਿਵਾਸੀ ਧੀ ਰੇਵਤੀ ਤੀਜੇ ਨੰਬਰ ਤੇ ਆਈ ਹੈ।,half true,pa,"'In the IAS examination, this tribal girl Revathi from Karnataka has secured the third position among all of India.'",Final Answer: False,false,False,False
"एक वीडियो जिसके साथ कहा जा रहा है कि चीन ने दुनिया भर में कोरोना वायरस फैलाया था, इसलिए अब भगवान ने उसे सजा देने के लिए वहां बाढ़ भेज दी.",mostly false,hi,"""A video is being claimed that China spread the coronavirus around the world, and therefore God has sent floods there to punish them.""",Final Answer: False,false,False,False
ਸ਼ੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਅਮਰੀਕੀ ਉਦਯੋਗਪਤੀ ਅਤੇ ਸਿਸਕੋ ਦੇ ਸਾਬਕਾ ਚੇਅਰਮੈਨ ਜੌਹਨ ਚੈਂਬਰਜ਼ ਦਾ ਇੱਕ ਬਿਆਨ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਿਹਾ ਹੈ। ਵਾਇਰਲ ਹੋ ਰਹੇ ਬਿਆਨ ਦੇ ਮੁਤਾਬਕ ਜੌਹਨ ਚੈਂਬਰਜ਼ ਨੇ ਕਿਹਾ ਕਿ ਜੇਕਰ ਮੋਦੀ ਦੁਬਾਰਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਬਣੇ ਤਾਂ ਭਾਰਤ ਦੇ ਵਿਕਾਸ ਦਾ ਪਹੀਆ ਥੰਮ ਜਾਵੇਗਾ।,half true,pa,"""A statement by American entrepreneur and former chairman of Cisco, John Chambers, is going viral on social media. According to the viral statement, John Chambers said that if Modi becomes Prime Minister again, the wheel of India's development will come to a halt.""",Final Answer: False,false,False,False
एक 10 साल की बच्ची की शादी उसके स्वर्गीय पिता के 40 वर्षीय चचेरे भाई शिवनाथ चतुर्वेदी के साथ की गई.,half true,hi,"A 10-year-old girl was married to her late father's 40-year-old cousin, Shivnath Chaturvedi.",Final Answer: True,true,False,False
অমিত শাহের সঙ্গে জয় শ্রীরাম লেখা খাম ধরে রয়েছেন মমতা বন্দ্যোপাধ্যায়,false,bn,"'Mamata Banerjee is holding an envelope with ""Jai Shree Ram"" written on it along with Amit Shah.'",Final Answer: False,false,True,False
पश्चिम बंगाल के मुर्शिदाबाद में मुस्लिम गुंडों ने एक देवी मंदिर में काली मां की मूर्ति को आग लगा दी.,half true,hi,"'In Murshidabad, West Bengal, Muslim goons set fire to the idol of Goddess Kali in a temple.'",Final Answer: False,false,False,False
ये तस्वीर प्रधानमंत्री और भाजपा सरकार को तमाचा है जिस की गुंज पुरे विश्व को सुनाई देगी | #भाजपाइयों को छोड़कर पुरे भारत मे बढ़ते बलात्कार की घटनाओं को लेकर इस महिला ने अपने पुरे जिस्म को काटेंदार तार से लपेटकर ये संदेश दिया है कि भाजपा की सरकार मे महिलाए सुरक्षित नही हैं |,false,gu,"'This picture is a slap to the Prime Minister and the BJP government, the echo of which will be heard all over the world. This woman has wrapped her entire body in barbed wire to convey the message that women are not safe under the BJP government, in light of the increasing incidents of rape across India, except for the BJP supporters.'",Final Answer: Mostly True,mostly true,False,False
रतलाम पुलिस ने गिरफ्तार किए बच्चे उठाने वाले गिरोह के 25 लोग,false,hi,'Ratlam police have arrested 25 members of a child abduction gang.',Final Answer: True,true,False,False
रानी लक्ष्मी बाई की मृत्यु 17 जून 1958 में हुई थी।,false,hi,"Rani Lakshmi Bai died on June 17, 1958.",Final Answer: False,false,True,False
अमेरिका में बन्दुक की दुकान को लूट लिया।,half true,hi,A gun shop was robbed in America.,Final Answer: True,true,False,False
मुंबई के पूर्व पुलिस कमिश्नर अहमद जावेद ने 36 साल तक नौकरी के दौरान सिर्फ एक रुपया वेतन लिया.,mostly false,hi,Former Mumbai Police Commissioner Ahmed Javed received only one rupee as salary during his 36 years of service.,Final Answer: False,false,False,False
હરિયાણા માં ભાજપ ધારાસભ્ય અને અધિકારી ની જનતા દ્વારા ધમધમાટ ધોલાઈ....,half true,gu,"'In Haryana, a BJP MLA and an officer were publicly humiliated by the people.'",Final Answer: True,true,False,False
एयर इंडिया के विमान में सोशल डिस्टेंसिंग का ख्याल न रखने के लिए अटें​डेंट से बहस करते यात्रियों का वीडियो.,mostly false,hi,'A video of passengers arguing with the attendant for not maintaining social distancing on an Air India flight.',Final Answer: True,true,False,False
উত্তরপ্রদেশের মুখ্যমন্ত্রী যোগী আদিত্যনাথ বলেছেন মুসলিম মহিলাদের কবর থেকে বের করে ধর্ষণ করা উচিত,mostly false,bn,"'The Chief Minister of Uttar Pradesh, Yogi Adityanath, has said that Muslim women should be taken out of their graves and raped.'",Final Answer: False,false,False,False
"तस्वीर में दिख रहा चोटिल जवान उन्हीं भारतीय जवानों में से एक है, जिनकी चीनी सैनिकों के साथ गलवान घाटी में झड़प हुई थी.",half true,hi,'The injured soldier shown in the picture is one of the Indian soldiers who had a clash with Chinese troops in the Galwan Valley.',Final Answer: False,false,False,False
एक इमारत को शाहरुख खान का घर बताया गया,false,hi,'A building has been described as Shah Rukh Khan's house.',Final Answer: Mostly True,mostly true,False,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪੰਜਾਬ ਪੁਲੀਸ ਨੇ ਫਿਲੌਰ ਵਿਖੇ ਇੱਕ ਸ਼ੱਕੀ ਵਿਅਕਤੀ ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਹੈ ਜੋ ਨੋਟਾਂ ਉੱਤੇ ਥੁੱਕ ਲਗਾ ਕੇ ਸੜਕ 'ਤੇ ਸੁੱਟ ਰਿਹਾ ਸੀ,half true,pa,'It is being claimed that the Punjab police have arrested a suspicious individual in Firozpur who was spitting on banknotes and throwing them on the road.',Final Answer: True,true,False,False
महेंद्र सिंह धोनी ने ट्वीट कर कहा कि वे टी20 विश्व कप तक नहीं लेंगे संन्यास.,false,hi,Mahendra Singh Dhoni tweeted that he will not retire until the T20 World Cup.,Final Answer: False,false,True,False
वायरल हो रही तस्वीर नरेंद्र मोदी की बचपन की तस्वीर है जिसमें वे मां हीराबेन के साथ दिख रहे हैं,mostly false,hi,"'The viral photo is a childhood picture of Narendra Modi in which he is seen with his mother, Heeraben.'",Final Answer: True,true,False,False
ভিডিওটি করোনা ভাইরাসের,mostly false,bn,'The video is about the coronavirus.',Final Answer: True,true,False,False
लद्दाख में चीनी सेना द्वारा मारे गए 75 भारतीय सैनिकों के ताबूत.,false,hi,'Coffins of 75 Indian soldiers killed by the Chinese army in Ladakh.',Final Answer: False,false,True,False
दिल्ली हवाई अड्डे पर बुधवार सुबह अधिकारियों ने यात्रियों के पासपोर्ट ले लिए जिसके बाद यात्री उत्तेजित हो गए.,half true,hi,"'On Wednesday morning at the Delhi airport, officials took the passengers' passports, after which the passengers became agitated.'",Final Answer: False,false,False,False
बॉलीवुड अभिनेत्री दीपिका पादुकोण ने बीजेपी के लिए वोट मांगे थे.,false,hi,Bollywood actress Deepika Padukone had asked for votes for the BJP.,Final Answer: False,false,True,False
सोने के दाम बढ़ने से ज्वैलरी शॉप में ग्राहक नहीं हैं इसलिए शॉप के कर्मचारी डांस करके टाइम पास कर रहे हैं.,mostly false,hi,"""Due to the rise in gold prices, there are no customers in the jewelry shop, so the shop employees are passing the time by dancing.""",Final Answer: Half True,half true,False,False
तस्वीर के जरिए दावा किया जा रहा कि एक हिन्दू लड़की का मुसलमान से शादी करने के बाद ये हश्र हुआ है.,mostly false,hi,'The claim is being made through the picture that this is the fate of a Hindu girl after marrying a Muslim.',Final Answer: False,false,False,False
दुबई की एक मस्जिद में महिलाओं ने राम भजन गाया.,mostly false,hi,Women sang a Ram devotional song in a mosque in Dubai.,Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਰਾਜਸਥਾਨ ਦੇ ਅਧੀਨ ਪੈਂਦੇ ਕੋਟਾ ਵਿੱਚ ਸੁਧਾ ਹਸਪਤਾਲ ਦੇ ਡਾਕਟਰਾਂ ਨੇ ਕਰੋਨਾ ਵਾਇਰਸ ਮਰੀਜ਼ ਦੀਆਂ ਕਿਡਨੀਆਂ ਕੱਢ ਦਿੱਤੀਆਂ।,half true,pa,"'A video is going viral on social media claiming that doctors at Sudha Hospital in Kota, Rajasthan, have removed the kidneys of a coronavirus patient.'",Final Answer: False,false,False,False
एक 12 वर्षीय स्वीडिश बच्चे की फोटो जिसकी नीली आंखों को लेकर एक मुस्लिम आप्रवासी ने उसे पीटा.,mostly false,hi,'A photo of a 12-year-old Swedish child whose blue eyes were the reason a Muslim immigrant beat him.',Final Answer: False,false,False,False
ছবিতে অযোধ্যার বাবরি মসজিদকে দেখতে পাওয়া যাচ্ছে,mostly false,bn,'The Babri Mosque in Ayodhya can be seen in the picture.',Final Answer: False,false,False,False
"प्रधानमंत्री मोदी ने भावनगर से भरूच के बीच एक जहाज सेवा चालू की है, जिससे सड़क से तय की जाने वाली 350 किलोमीटर की दूरी 32 किलोमीटर में पूरी हो जाएगी.",half true,hi,"Prime Minister Modi has launched a ship service between Bhavnagar and Bharuch, which will reduce the distance of 350 kilometers by road to just 32 kilometers.",Final Answer: True,true,False,False
इतिहास में पहली बार सिग्नल सड़क पार कर रहा है।,false,hi,"'For the first time in history, a signal is crossing the road.'",Final Answer: False,false,True,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵਿਅਕਤੀ ਦੀ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨੂੰ ਬਿਹਾਰ ਅਤੇ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਵਿੱਚ ਹੋ ਰਹੀਆਂ ਚੋਣਾਂ ਨਾਲ ਜੋੜਕੇ ਸ਼ੇਅਰ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ।,half true,pa,"A person's image is going viral on social media, being shared in connection with the elections happening in Bihar and Madhya Pradesh.",Final Answer: Half True,half true,True,False
"কপালে গেরুয়া রঙের উপর জয় শ্রী লিখে মোদীর সঙ্গে ছবি তুলছেন শাহরুখ,আমির",half true,bn,"'Shah Rukh and Aamir are taking a picture with Modi, writing ""Jai Shri"" in saffron color on their foreheads.'",Final Answer: False,false,False,False
लंदन में कुछ विदेशी लोगों ने रोड पर भोजपुरी सुपर हिट गाना 'लॉलीपॉप' पर डांस किया.,mostly false,hi,Some foreign people danced on the road to the Bhojpuri super hit song 'Lollipop' in London.,Final Answer: Half True,half true,False,False
কলকাতার পরিবেশ ভবনের ছবি,mostly false,bn,'Picture of the Environment Building in Kolkata.',Final Answer: False,false,False,False
ভারতের সঙ্গে ম্যাচের আগের দিন পাকিস্তান ক্রিকেট টিম হুকাহ বারে গিয়েছিলেন।,half true,bn,'The Pakistan cricket team went to a hookah bar the day before the match against India.',Final Answer: False,false,False,False
लॉकडाउन में लोग घरों में बंद हुए तो ऊटी-कोयंबटूर रोड पर मोर सहित तमाम पक्षी सड़कों पर घूम रहे हैं.,mostly false,hi,"""When people were confined to their homes during the lockdown, peacocks and many other birds were roaming on the roads of the Ooty-Coimbatore route.""",Final Answer: Mostly True,mostly true,False,False
আসামে নাগরিকত্ব বিলের বিরোধিতা করার সময় তোলা এই ছবি,mostly false,bn,'This photo was taken while opposing the citizenship bill in Assam.',Final Answer: Half True,half true,False,False
जवान बेटे के जाने का बोझ मां झेल नहीं पाई और अनुराग की मां की हार्ट-अटैक के कारण मौत हो गई है।,false,hi,"The mother could not bear the burden of her young son's departure, and Anurag's mother has died due to a heart attack.",Final Answer: Half True,half true,False,False
जवान पुलवामा में हुए आतंकी हमले में शहीद हुआ,false,hi,'The young soldier was martyred in the terrorist attack in Pulwama.',Final Answer: True,true,False,False
"কোয়েম্বাটোরের এই মুসলমান বিরিয়ানি বিক্রেতা, হিন্দুদের জন্য আলাদা পাত্রে বিরিয়ানি বানিয়ে সেখানে জনসংখ্যা রোধ করার ওষুধ মেশাতেন",false,bn,'This Muslim biryani seller in Coimbatore used to prepare biryani in a separate pot for Hindus and mixed medicine to control the population in it.',Final Answer: False,false,True,False
हरियाणा चुनाव में बीजेपी की हालत खस्ता होने पर मनोज तिवारी के मस्जिद पहुंचने का वीडियो,mostly false,hi,'Video of Manoj Tiwari arriving at a mosque after the BJP's poor performance in the Haryana elections.',Final Answer: False,false,False,False
"સોશિયલ મીડિયા પર એક રતન ટાટા નામ પર એક દાવો વાયરલ કરવામાં આવ્યો છે, જે મુજબ રતન ટાટા દ્વારા કહેવામાં આવ્યું છે કે આ વર્ષ કમાણી કરવા માટે નહીં જીવિત રહેવા માટે છે.",half true,gu,A claim has gone viral on social media stating that Ratan Tata has said this year is not for earning but for living.,Final Answer: False,false,False,False
"ब्राजील के लोगों ने पीएम मोदी की ""प्रकाश फैलाने"" की अपील पर अमल किया.",mostly false,hi,"The people of Brazil acted on PM Modi's appeal to ""spread light.""",Final Answer: False,false,False,False
সিকিমে চীনের রকেট হানায় মৃত ১৫৮ জন ভারতীয় সেনা।ছবিতে সেই হামলার ভয়াবহতা দেখা যাচ্ছে।,false,bn,'158 Indian soldiers died in a Chinese rocket attack in Sikkim. The image shows the severity of that attack.',Final Answer: False,false,True,False
दिल्ली में हो रही हिंसा का वीडियो,mostly false,hi,'Video of the violence happening in Delhi.',Final Answer: Half True,half true,False,False
शिवसैनिकांनी बॅंक मॅनेजरला मारहाण केली आहे.,half true,mr,'Shiv Sainiks have assaulted the bank manager.',Final Answer: False,false,False,False
दुबई के बुर्ज खलीफा में सर सैयद अहमद खान की तस्वीर.,false,hi,'A picture of Sir Syed Ahmad Khan in Dubai's Burj Khalifa.',Final Answer: False,false,True,False
दुष्यंत चौटाला ने बीजेपी को समर्थन देने की बात कही है,mostly false,hi,Dushyant Chautala has stated that he will support the BJP.,Final Answer: True,true,False,False
राहुल गांधी के जन्म के समय नर्स राजम्मा की उम्र 13 साल थी.,false,hi,"At the time of Rahul Gandhi's birth, the nurse Rajamma was 13 years old.",Final Answer: False,false,True,False
सीरिया में माता-पिता की कब्र के साथ सोया बच्चा.,false,hi,'A child sleeping with the grave of their parents in Syria.',Final Answer: Half True,half true,False,False
समुद्री नमक और संतरे के छिलकों की भाप लेने से कोरोना वायरस का इलाज किया जा सकता है.,mostly false,hi,"""Inhaling steam from sea salt and orange peels can cure the coronavirus.""",Final Answer: False,false,False,False
देश में 15 अगस्त तक तीन करोड़ के करीब पहुंच सकती है कोरोना मरीजों की संख्या,half true,hi,'The number of COVID-19 patients in the country could reach around three crore by August 15.',Final Answer: False,false,False,False
"बिल गेट्स की लिखी चिट्ठी जिसमें उन्होंने कहा है कि कोरोना वायरस का एक ""आध्यात्मिक मकसद"" है और यह ""एक महान सुधारक"" है.",false,hi,"'A letter written by Bill Gates in which he stated that the coronavirus has a ""spiritual purpose"" and is ""a great reformer"".'",Final Answer: False,false,True,False
वायरल तस्वीर में राहुल गांधी पाकिस्तान के प्रधानमंत्री इमरान खान के साथ खाना खाते नजर आ रहे हैं.,false,hi,"'In the viral photo, Rahul Gandhi is seen eating with Pakistan's Prime Minister Imran Khan.'",Final Answer: False,false,True,False
नेशनल ज्योग्राफिक चैनल ने इस दुर्लभ वीडियो के लिए 1 मिलियन डॉलर का भुगतान किया है।,half true,hi,The National Geographic Channel has paid 1 million dollars for this rare video.,Final Answer: Half True,half true,True,False
जरूरत से ज्यादा सैनिटाइजर का इस्तेमाल करने से हाथों का यह हाल हो गया है।,false,hi,"""The excessive use of sanitizer has led to this condition of the hands.""",Final Answer: Mostly True,mostly true,False,False
একটি গানকে স্বামী বিবেকানন্দর নিজের কণ্ঠে গাওয়া বলে দাবি করা হয়েছে।,mostly false,bn,'It has been claimed that a song was sung by Swami Vivekananda in his own voice.',Final Answer: False,false,False,False
વિશ્વના સૌથી મોટા મોટેરા સ્ટેડિયમની એક ઝલક... કેપશન સાથે એક વિડિઓ વાયરલ કરવામાં આવ્યો છે.,half true,gu,'A glimpse of the world's largest Motera Stadium... a video has gone viral with a caption.',Final Answer: True,true,False,False
अब से WhatsApp groups पर किसी भी अखबार की PDF फ़ाइल शेयर करना होगा ग़ैरक़ानूनी और हो सकती है कार्रवाई।,false,hi,"""From now on, sharing any newspaper's PDF file on WhatsApp groups will be illegal and action may be taken.""",Final Answer: False,false,True,False
सरकार द्वारा दक्षिण भारत में फंसे हज़ारों मज़दूरों को घर वापस भेजने के लिए 'South Central Railway' ने ‘जन साधारण’ नामक एक विशेष ट्रेन को चलाने का फैसला लिया है।,half true,hi,The 'South Central Railway' has decided to run a special train called 'Jan Sadharan' to send thousands of workers stranded in South India back home.,Final Answer: True,true,False,False
धार्मिक शिक्षा देने पर पादरी और उसकी पत्नी को नग्न करके घुमाया गया.,mostly false,hi,'The priest and his wife were paraded naked for providing religious education.',Final Answer: False,false,False,False
ভারতে মুসলমানের ওপর অত্যাচারের ছবি।,mostly false,bn,'Images of oppression against Muslims in India.',Final Answer: Mostly True,mostly true,False,False
इजरायल ने कोरोना वायरस के लिए वैक्सीन की खोज की.,half true,hi,Israel has discovered a vaccine for the coronavirus.,Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਹਰਿਆਣਾ ਦੇ ਜਾਟਾਂ ਨੇ ਭਾਜਪਾ ਦੇ ਮੈਂਬਰ ਪਾਰਲੀਮੈਂਟ ਰਾਜਕੁਮਾਰ ਸੈਣੀ ਦੀ ਕੁੱਟਮਾਰ ਕੀਤੀ।ਵਾਇਰਲ ਹੋ ਰਹੀ ਵੀਡੀਓ ਦੇ ਵਿੱਚ ਕੁਝ ਵਿਅਕਤੀਆਂ ਨੂੰ ਸੰਸਦ ਮੈਂਬਰ ਰਾਜ ਕੁਮਾਰ ਸੈਣੀ ਦੇ ਮੂੰਹ ਉੱਤੇ ਕਾਲਖ ਪੋਤਦਿਆਂ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।,half true,pa,"'A video is going viral on social media claiming that Jats in Haryana have beaten up BJP Member of Parliament Rajkumar Saini. In the viral video, some individuals can be seen applying black paint on the face of MP Rajkumar Saini.'",Final Answer: True,true,False,False
ভোটের সময় কোনও সমস্যা হলে জনগণ সরাসরি সিআরপিএফের সঙ্গে যোগাযোগ করতে পারবেন 03812341064 এবং ০৩৮১২৩৪১০২৪ নম্বরে,false,bn,"""If there are any issues during the voting, the public can directly contact the CRPF at the numbers 03812341064 and 03812341024.""",Final Answer: True,true,False,False
পশ্চিমবঙ্গের হুগলির তেলেনিপাড়ায় এইভাবে দলিত হিন্দুদের বাড়ি জ্বালিয়ে দেওয়া হয়েছে,mostly false,bn,"'In Telenipara, Hooghly, West Bengal, the houses of Dalit Hindus have been set on fire in this manner.'",Final Answer: False,false,False,False
"অমিতাভ বচ্চন জামিয়ার ছাত্রদের সমর্থন করেছেন, প্রতিবাদ করেছেন দিল্লি পুলিশের আচরণের",mostly false,bn,'Amitabh Bachchan has supported the students of Jamia and protested against the behavior of the Delhi police.',Final Answer: False,false,False,False
कोलकाता में ममता बनर्जी के गुंडों ने बीजेपी रैली के दौरान हिन्दुओ पर हमला किया,false,hi,'Mamata Banerjee's goons attacked Hindus during a BJP rally in Kolkata.',Final Answer: Half True,half true,False,False
अमेरिका के वाइट हाउस में दुनिया के 50 ईमानदार व्यक्तियों की तस्वीर लगाई गई है जिसमें पहला स्थान डॉ.मनमोहन सिंह को मिला है.,mostly false,hi,"""A picture of the 50 most honest individuals in the world has been displayed in the White House of America, with Dr. Manmohan Singh securing the first position.""",Final Answer: False,false,False,False
टमाटर में पाया जाने वाला तिरंगा वायरस कोरोना से ज्यादा घातक है।,half true,hi,The tricolor virus found in tomatoes is more deadly than corona.,Final Answer: False,false,False,False
वीडियो के साथ दावा किया गया कि यह सऊदी अरब सीमा के दक्षिण में स्थित एलेन अलखाई रेगिस्तान का दृश्य है.,mostly false,hi,'The video claims that this is a view of the Al-Nakhai desert located south of the Saudi Arabian border.',Final Answer: False,false,False,False
बीजेपी नेताओं नेताओं ने राष्ट्र गान और ध्वजारोहण का अपमान किया. नागपुर स्थित आरएसएस कार्यालय में झंडारोहण नहीं हुआ.,half true,hi,"""BJP leaders have insulted the national anthem and flag hoisting. The flag hoisting did not take place at the RSS office located in Nagpur.""",Final Answer: Half True,half true,True,False
वायरल तस्वीर में दिख रही महिला दरोगा उसी क्षेत्र में तैनात हैं जहां उनके पिता रिक्शा चलाते हैं.,mostly false,hi,The woman shown in the viral picture is a police officer stationed in the same area where her father drives a rickshaw.,Final Answer: Half True,half true,False,False
"सरकार ने JEE-NEET परीक्षा स्थगित करने की मांग को नजरअंदाज किया, जिस वजह से इस लड़की ने आत्महत्या कर ली.",mostly false,hi,"'The government ignored the demand to postpone the JEE-NEET exam, which led this girl to commit suicide.'",Final Answer: Half True,half true,False,False
फ्रांस से नौकरी का प्रस्ताव पाने वाले ड्रोन वैज्ञानिक प्रताप एन एम को प्रधानमंत्री मोदी ने डीआरडीओ संस्था में नियुक्त किया है.,half true,hi,"Prime Minister Modi has appointed drone scientist Pratap N M, who received a job offer from France, to the DRDO organization.",Final Answer: False,false,False,False
वेबलिंक पर एक फॉर्म भरकर कोई भी कोरोनावायरस से लड़ने के लिए फ्री में मास्क प्राप्त कर सकता है.,false,hi,"""Anyone can fill out a form on the weblink to receive a free mask to fight against the coronavirus.""",Final Answer: True,true,False,False
लॉकडाउन के बाद बॉम्बे हाई में दिखीं व्हेल,false,hi,'Whales were seen in Bombay High after the lockdown.',Final Answer: Mostly True,mostly true,False,False
ਨਿਊਜ਼ੀਲੈਂਡ ਵਿੱਚ ਕਰੋਨਾ ਵਾਇਰਸ ਦਾ ਆਖਰੀ ਮਰੀਜ਼ ਠੀਕ ਹੋਣ ਤੋਂ ਬਾਅਦ ਕਰੋਨਾ ਵਾਰਡ ਬੰਦ ਕਰ ਦਿੱਤਾ।,half true,pa,The coronavirus ward in New Zealand was closed after the last patient recovered.,Final Answer: True,true,False,False
মধ্যমগ্রাম স্টেশন থেকে বাচ্চা চুরি,mostly false,bn,'Child theft from Madhyamgram station.',Final Answer: False,false,False,False
औरत को गोद में बिठाया हुआ आदमी बीजेपी प्रवक्ता सुधांशु मित्तल हैं.,false,hi,"""The man sitting with the woman in his lap is BJP spokesperson Sudhanshu Mittal.""",Final Answer: False,false,True,False
असम के डिटेंशन सेंटर की तस्वीरें,mostly false,hi,'Pictures of Assam's detention center.',Final Answer: Half True,half true,False,False
शिवसेनेचे प्रवक्ते आणि राज्यसभा खासदार संजय राऊत यांचा लग्नाच्या वरातीत नाचल्याचा व्हिडिओ व्हायरल,false,mr,'A video of Shiv Sena spokesperson and Rajya Sabha MP Sanjay Raut dancing at a wedding procession has gone viral.',Final Answer: True,true,False,False
ত্রিপুরার মুখ্যমন্ত্রী বিপ্লব দেব বাংলাদেশী,mostly false,bn,"'The Chief Minister of Tripura, Biplab Deb, is Bangladeshi.'",Final Answer: False,false,False,False
લદ્દાખના ગાલવાન વિસ્તારમાં ભારતીય સેના અને ચીન વચ્ચે અથડામણનો વિડિયો…અથડામણમાં ભારતના એક અદિકારી અને બે સૈનિકો થયા હતા શહિદ,half true,gu,"'A video of a clash between the Indian Army and China in the Galwan area of Ladakh... In the clash, one Indian officer and two soldiers were martyred.'",Final Answer: True,true,False,False
"ਵਾਇਰਲ ਹੋ ਰਹੀ ਤਸਵੀਰ ਦੇ ਵਿਚ ਸ਼ਰਾਬ ਦੀਆਂ ਬੋਤਲਾਂ , ਪਾਣੀ ਦੀਆਂ ਬੋਤਲਾਂ ਅਤੇ ਕੋਲਡ ਡਰਿੰਕ ਦੀਆਂ ਬੋਤਲਾਂ ਦੇ ਪੈਕਟ ਨਜ਼ਰ ਆ ਰਹੇ ਹਨ। ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਕਿ ਬਿਹਾਰ ਦੇ ਵਿਚ ਭਾਜਪਾ -ਜੇਡੀਯੂ ਚੋਣਾਂ ਤੋਂ ਪਹਿਲਾਂ ਇਨ੍ਹਾਂ ਕਿੱਟ ਨੂੰ ਵੰਡ ਰਹੇ ਹਨ।",half true,pa,"'In the viral image, packs of liquor bottles, water bottles, and cold drink bottles are visible. It is being claimed that these kits are being distributed in Bihar before the BJP-JDU elections.'",Final Answer: False,false,False,False
রাশিয়ার একটি মেডিকেল বিশ্ববিদ্যালয়ের করোনা ভ্যাকসিন সমস্ত রকমের পরীক্ষায় সফল হয়েছে,half true,bn,'A medical university in Russia has successfully tested a coronavirus vaccine in all types of trials.',Final Answer: Mostly True,mostly true,False,False
सैनिकों के ताबूत की तस्वीरें तो दिखाती हैं कि हाल ही में ईरान के हमले में अमेरिकी सैनिक मारे गए.,mostly false,hi,'The pictures of the soldiers' coffins show that recently American soldiers were killed in an attack by Iran.',Final Answer: False,false,False,False
भारी भीड़ वाली यह तस्वीरें राहुल गांधी की गुरुवार को जालोर में हुई रैली की हैं.,half true,hi,'These pictures of the heavy crowd are from Rahul Gandhi's rally that took place in Jalore on Thursday.',Final Answer: False,false,False,False
बाढ़ का एक भयानक वीडियो जिसे असम का बताया जा रहा है. वीडियो में कुछ लोग एक पुल गिरने से नदी में बहते हुए दिख रहे हैं.,mostly false,hi,'A terrifying video of a flood that is being reported from Assam. The video shows some people being swept away in the river as a bridge collapses.',Final Answer: Half True,half true,False,False
पुलवामा आतंकी हमले के बाद हिरासत में लिए गए संदिग्धों से पूछताछ का वीडियो,false,hi,'Video of interrogation of suspects taken into custody after the Pulwama terrorist attack.',Final Answer: False,false,True,False
